year,transect,lattitude,longitude,depth_m_,dfs_m_,substrate.code,point,potfol,elonut,cerdem,najfle,potcri,myrspi,valame,najmin,potgra,potper,zanpal,calsp,nymodo,lemmin,spipol,stupec,elasp,potbic,potpus,unidentif3,elesp,spaspp,typha,point_sum_myrspi,point_sum_cerdem,point_sum_others,june_temp,june_dew_point,precipitation
2008,6,41.42738,-73.44985,1.5,50,6,2,NA,NA,0,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,12,3,0,72.29,63.6,0
2008,6,41.42755,-73.44926,0.2,0,6,2,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,12,3,0,72.29,63.6,0
2008,6,41.57045,-73.48869,3.1,80,4,3,NA,NA,0,NA,0,5,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,18,11,0,72.29,63.6,0
2008,6,41.57099,-73.48843,1.2,20,4,3,NA,NA,0,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,18,11,0,72.29,63.6,0
2008,6,41.42414,-73.4527,1.6,40,4,3,NA,NA,3,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,18,11,0,72.29,63.6,0
2008,6,41.42389,-73.45256,1,10,5,3,NA,NA,3,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,18,11,0,72.29,63.6,0
2008,6,41.42719,-73.45009,3,80,6,3,NA,NA,3,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,18,11,0,72.29,63.6,0
2008,6,41.57147,-73.44336,5,50,5,3,NA,NA,2,NA,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,18,11,0,72.29,63.6,0
2008,6,41.57085,-73.48861,2.2,40,4,4,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,3,NA,0,0,0,0,0,NA,NA,NA,8,5,3,72.29,63.6,0
2008,6,41.57116,-73.48834,0.3,1,3,4,NA,NA,3,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,8,5,3,72.29,63.6,0
2008,6,41.5145,-73.45341,4.3,70,5,4,NA,NA,0,NA,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,8,5,3,72.29,63.6,0
2008,6,41.4238,-73.45253,0.2,1,5,4,NA,NA,2,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,8,5,3,72.29,63.6,0
2008,6,41.42723,-73.44999,1.6,70,5,4,NA,NA,0,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,8,5,3,72.29,63.6,0
2008,6,41.57149,-73.44359,6.8,70,5,4,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,8,5,3,72.29,63.6,0
2008,6,41.57076,-73.48857,3,50,4,5,NA,NA,0,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,11,4,2,72.29,63.6,0
2008,6,41.57106,-73.4884,1.5,10,6,5,NA,NA,1,NA,0,3,0,0,NA,0,0,NA,2,0,NA,0,0,0,0,0,NA,NA,NA,11,4,2,72.29,63.6,0
2008,6,41.5144,-73.45338,2.8,60,5,5,NA,NA,0,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,11,4,2,72.29,63.6,0
2008,6,41.42384,-73.45252,0.5,0,5,5,NA,NA,3,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,11,4,2,72.29,63.6,0
2008,6,41.50217,-73.45151,0.1,1,5,5,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,11,4,2,72.29,63.6,0
2008,6,41.57139,-73.44345,5.6,60,5,5,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,11,4,2,72.29,63.6,0
2008,6,41.57092,-73.48852,2,30,4,6,NA,NA,0,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,10,4,0,72.29,63.6,0
2008,6,41.51405,-73.45344,1.6,20,5,6,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,10,4,0,72.29,63.6,0
2008,6,41.42445,-73.45293,1.8,80,4,6,NA,NA,3,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,10,4,0,72.29,63.6,0
2008,6,41.50212,-73.45236,5,70,5,6,NA,NA,1,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,10,4,0,72.29,63.6,0
2008,6,41.50221,-73.45163,1.2,10,5,6,NA,NA,0,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,10,4,0,72.29,63.6,0
2008,6,41.57138,-73.44369,7,80,5,6,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,10,4,0,72.29,63.6,0
2008,6,41.51412,-73.45343,1.6,30,6,7,NA,NA,0,NA,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,11,8,0,72.29,63.6,0
2008,6,41.42439,-73.45284,1.8,70,4,7,NA,NA,2,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,11,8,0,72.29,63.6,0
2008,6,41.42397,-73.45259,1.5,20,4,7,NA,NA,3,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,11,8,0,72.29,63.6,0
2008,6,41.50217,-73.45158,1,5,5,7,NA,NA,0,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,11,8,0,72.29,63.6,0
2008,6,41.42751,-73.44949,2.5,20,5,7,NA,NA,3,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,11,8,0,72.29,63.6,0
2008,6,41.51431,-73.45342,2.6,0,5,8,NA,NA,0,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,13,4,0,72.29,63.6,0
2008,6,41.4243,-73.45279,2,60,4,8,NA,NA,2,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,13,4,0,72.29,63.6,0
2008,6,41.5021,-73.45214,3.5,50,5,8,NA,NA,0,NA,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,13,4,0,72.29,63.6,0
2008,6,41.42755,-73.44932,1,1,5,8,NA,NA,2,NA,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,13,4,0,72.29,63.6,0
2008,6,41.51386,-73.45343,0.2,1,3,9,NA,NA,0,NA,0,2,0,0,NA,0,0,NA,0,2,NA,0,0,0,0,0,NA,NA,NA,13,5,2,72.29,63.6,0
2008,6,41.51422,-73.45341,2.5,40,5,9,NA,NA,0,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,13,5,2,72.29,63.6,0
2008,6,41.50212,-73.45187,2.8,30,5,9,NA,NA,2,NA,0,5,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,13,5,2,72.29,63.6,0
2008,6,41.42743,-73.44971,1.5,40,6,9,NA,NA,0,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,13,5,2,72.29,63.6,0
2008,6,41.42748,-73.44959,3,30,4,9,NA,NA,3,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,13,5,2,72.29,63.6,0
2008,6,41.51392,-73.45341,0.6,5,5,10,NA,NA,1,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,13,6,2,72.29,63.6,0
2008,6,41.42406,-73.45267,1.5,30,5,10,NA,NA,2,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,13,6,2,72.29,63.6,0
2008,6,41.50217,-73.45198,0,40,5,10,NA,NA,0,NA,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,13,6,2,72.29,63.6,0
2008,6,41.50217,-73.45175,1.5,20,5,10,NA,NA,0,NA,1,2,0,1,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,13,6,2,72.29,63.6,0
2008,6,41.42751,-73.44937,2.5,10,4,10,NA,NA,3,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,13,6,2,72.29,63.6,0
2010,7,41.57054,-73.4887,3.2,80,4,1,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,37,6,6,74.49,63.74,0
2009,7,41.57086,-73.4886,2.7,300,5,1,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,37,6,6,67.95,60.52,0
2009,7,41.51433,-73.45357,3.2,50,5,1,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,37,6,6,67.95,60.52,0
2009,7,41.442414,-73.4528,2.1,40,5,1,NA,NA,0,0,NA,3,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,37,6,6,67.95,60.52,0
2009,7,41.50213,-73.45193,2.9,40,5,1,NA,NA,2,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,37,6,6,67.95,60.52,0
2009,7,41.50219,-73.45186,2.1,30,5,1,NA,NA,0,0,NA,3,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,37,6,6,67.95,60.52,0
2009,7,41.42742,-73.44964,2.9,40,5,1,NA,NA,2,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,37,6,6,67.95,60.52,0
2008,7,41.57148,-73.4431,3.2,30,5,1,NA,NA,0,NA,0,5,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,37,6,6,72.29,63.6,0
2009,7,41.57191,-73.44287,1.1,10,5,1,NA,NA,0,0,NA,3,0,2,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,37,6,6,67.95,60.52,0
2009,7,41.51242,-73.44116,0,60,NA,1,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,37,6,6,67.95,60.52,0
2008,7,41.4703,-73.43523,1,5,5,1,NA,NA,0,NA,0,2,0,2,NA,0,0,NA,0,0,NA,2,0,0,0,0,NA,NA,NA,37,6,6,72.29,63.6,0
2009,7,41.47023,-73.43509,0,20,NA,1,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,37,6,6,67.95,60.52,0
2008,7,41.48039,-73.4347,1,10,5,1,NA,NA,0,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,37,6,6,72.29,63.6,0
2009,7,41.47026,-73.43447,0,70,NA,1,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,37,6,6,67.95,60.52,0
2008,7,41.44718,-73.4296,1.2,30,5,1,NA,NA,2,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,37,6,6,72.29,63.6,0
2010,7,41.57064,-73.48871,3,70,4,2,NA,NA,0,NA,NA,2,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,26,2,4,74.49,63.74,0
2009,7,41.57077,-73.48866,3.1,50,5,2,NA,NA,0,0,NA,3,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,26,2,4,67.95,60.52,0
2009,7,41.51443,-73.45358,0,60,NA,2,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,26,2,4,67.95,60.52,0
2009,7,41.42422,-73.45283,2.2,50,5,2,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,26,2,4,67.95,60.52,0
2009,7,41.5021,-73.45208,0,50,NA,2,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,26,2,4,67.95,60.52,0
2009,7,41.42736,-73.44974,1.8,50,5,2,NA,NA,0,0,NA,1,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,26,2,4,67.95,60.52,0
2009,7,41.57191,-73.44312,2.1,20,5,2,NA,NA,0,0,NA,3,0,2,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,26,2,4,67.95,60.52,0
2008,7,41.57145,-73.44297,2.5,20,5,2,NA,NA,0,NA,0,5,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,26,2,4,72.29,63.6,0
2009,7,41.51231,-73.44116,0,70,NA,2,NA,NA,0,0,NA,2,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,26,2,4,67.95,60.52,0
2008,7,41.47028,-73.43531,0.2,0,6,2,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,26,2,4,72.29,63.6,0
2009,7,41.48035,-73.4352,2.5,50,5,2,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,26,2,4,67.95,60.52,0
2008,7,41.47046,-73.43478,9,50,4,2,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,26,2,4,72.29,63.6,0
2009,7,41.47029,-73.43457,0,60,NA,2,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,26,2,4,67.95,60.52,0
2008,7,41.44718,-73.42974,1.5,20,5,2,NA,NA,2,NA,0,2,2,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,26,2,4,72.29,63.6,0
2009,7,41.5707,-73.48873,3.4,60,5,3,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,5,16,67.95,60.52,0
2009,7,41.51389,-73.45361,0.1,0,5,3,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,5,16,67.95,60.52,0
2009,7,41.42432,-73.45288,2.2,60,5,3,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,5,16,67.95,60.52,0
2009,7,41.502,-73.45217,0,60,NA,3,NA,NA,0,0,NA,5,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,5,16,67.95,60.52,0
2009,7,41.42734,-73.44988,3.1,60,5,3,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,5,16,67.95,60.52,0
2009,7,41.57148,-73.44312,3.2,30,5,3,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,5,16,67.95,60.52,0
2008,7,41.57151,-73.44281,1,5,6,3,NA,NA,1,NA,0,2,0,1,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,30,5,16,72.29,63.6,0
2009,7,41.51289,-73.44119,1.9,10,5,3,NA,NA,0,0,NA,0,0,2,NA,0,NA,NA,NA,0,NA,NA,2,NA,NA,NA,2,NA,NA,30,5,16,67.95,60.52,0
2008,7,41.48036,-73.43532,2.3,60,5,3,NA,NA,0,NA,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,30,5,16,72.29,63.6,0
2009,7,41.47022,-73.4352,2,10,5,3,NA,NA,2,1,NA,2,0,2,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,5,16,67.95,60.52,0
2008,7,41.47032,-73.43481,8,40,4,3,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,30,5,16,72.29,63.6,0
2009,7,41.48045,-73.43461,0.2,0,5,3,NA,NA,0,0,NA,1,0,0,NA,0,NA,NA,NA,0,NA,NA,3,NA,NA,NA,0,NA,NA,30,5,16,67.95,60.52,0
2008,7,41.44714,-73.42984,0.8,10,5,3,NA,NA,2,NA,0,4,2,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,NA,NA,NA,30,5,16,72.29,63.6,0
2009,7,41.44743,-73.42958,0.5,50,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,5,16,67.95,60.52,0
2009,7,41.57063,-73.48878,3.5,70,5,4,NA,NA,0,0,NA,2,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,6,6,67.95,60.52,0
2009,7,41.51453,-73.45362,0,70,NA,4,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,6,6,67.95,60.52,0
2009,7,41.42437,-73.45293,2.3,70,5,4,NA,NA,0,0,NA,3,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,6,6,67.95,60.52,0
2009,7,41.50192,-73.45231,0,70,NA,4,NA,NA,0,0,NA,5,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,6,6,67.95,60.52,0
2009,7,41.4276,-73.449925,0,0,NA,4,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,6,6,67.95,60.52,0
2009,7,41.47148,-73.443273,0,40,NA,4,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,6,6,67.95,60.52,0
2008,7,41.57148,-73.44285,1.8,10,6,4,NA,NA,0,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,30,6,6,72.29,63.6,0
2009,7,41.51258,-73.44119,2.1,40,5,4,NA,NA,0,0,NA,2,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,6,6,67.95,60.52,0
2008,7,41.48021,-73.43542,1.8,70,5,4,NA,NA,3,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,30,6,6,72.29,63.6,0
2009,7,41.47023,-73.43527,0.3,5,5,4,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,3,NA,NA,30,6,6,67.95,60.52,0
2008,7,41.4804,-73.43486,1.8,20,5,4,NA,NA,1,NA,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,30,6,6,72.29,63.6,0
2009,7,41.46044,-73.43468,0.8,5,5,4,NA,NA,0,0,NA,3,0,2,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,6,6,67.95,60.52,0
2008,7,41.44713,-73.42991,0.5,5,5,4,NA,NA,2,NA,0,4,0,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,NA,NA,NA,30,6,6,72.29,63.6,0
2009,7,41.44733,-73.42962,1,40,1,4,NA,NA,0,0,NA,2,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,6,6,67.95,60.52,0
2009,7,41.5146,-73.45375,0,80,NA,5,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,25,2,5,67.95,60.52,0
2009,7,41.42448,-73.45295,2.3,80,5,5,NA,NA,0,0,NA,3,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,25,2,5,67.95,60.52,0
2009,7,41.50223,-73.45236,0,80,NA,5,NA,NA,0,0,NA,5,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,25,2,5,67.95,60.52,0
2009,7,41.42726,-73.4501,3.2,80,5,5,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,25,2,5,67.95,60.52,0
2009,7,41.42728,-73.44993,3.1,70,5,5,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,25,2,5,67.95,60.52,0
2009,7,41.47148,-73.44347,0,60,NA,5,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,25,2,5,67.95,60.52,0
2008,7,41.57151,-73.44274,0.2,0,7,5,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,25,2,5,72.29,63.6,0
2009,7,41.51292,-73.4412,0.8,5,5,5,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,25,2,5,67.95,60.52,0
2008,7,41.48018,-73.43555,1.25,80,5,5,NA,NA,2,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,25,2,5,72.29,63.6,0
2009,7,41.48025,-73.4353,2.5,60,5,5,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,25,2,5,67.95,60.52,0
2008,7,41.47031,-73.43496,7,30,4,5,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,25,2,5,72.29,63.6,0
2009,7,41.44043,-73.43474,1,10,5,5,NA,NA,0,0,NA,2,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,25,2,5,67.95,60.52,0
2009,7,41.47026,-73.43469,0,50,NA,5,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,25,2,5,67.95,60.52,0
2008,7,41.44711,-73.42995,0.2,1,5,5,NA,NA,0,NA,0,2,0,2,NA,0,0,NA,0,1,NA,0,0,0,0,0,NA,NA,NA,25,2,5,72.29,63.6,0
2009,7,41.44725,-73.42969,1.5,30,1,5,NA,NA,0,0,NA,2,2,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,25,2,5,67.95,60.52,0
2009,7,41.57117,-73.48831,0.5,0,5,6,NA,NA,0,0,NA,2,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,17,3,14,67.95,60.52,0
2009,7,41.51424,-73.45351,2.5,40,5,6,NA,NA,0,0,NA,3,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,17,3,14,67.95,60.52,0
2009,7,41.42379,-73.45264,0.2,0,1,6,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,NA,NA,17,3,14,67.95,60.52,0
2009,7,41.57134,-73.4437,0,80,NA,6,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,17,3,14,67.95,60.52,0
2009,7,41.5714,-73.44361,0,70,NA,6,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,17,3,14,67.95,60.52,0
2008,7,41.51224,-73.44135,3,80,5,6,NA,NA,0,NA,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,17,3,14,72.29,63.6,0
2009,7,41.51277,-73.4412,1,20,5,6,NA,NA,0,0,NA,1,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,17,3,14,67.95,60.52,0
2008,7,41.51278,-73.44118,1,20,6,6,NA,NA,0,NA,0,0,0,0,NA,0,2,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,17,3,14,72.29,63.6,0
2009,7,41.4702,-73.43532,0,0,5,6,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,3,NA,NA,NA,3,NA,NA,17,3,14,67.95,60.52,0
2008,7,41.48037,-73.43497,2,30,5,6,NA,NA,1,NA,0,5,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,17,3,14,72.29,63.6,0
2009,7,41.47027,-73.43482,0,40,NA,6,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,17,3,14,67.95,60.52,0
