transect,point,lattitude,longitude,year,potfol,elonut,cerdem,najfle,potcri,myrspi,valame,najmin,potgra,potper,zanpal,calsp,nymodo,lemmin,spipol,stupec,elasp,potbic,potpus,unidentif3,elesp,spaspp,typha,point_sum,yearly_sum,potfol_sum,elonut_sum,cerdem_sum,najfle_sum,potcri_sum,myrspi_sum,valame_sum,najmin_sum,potgra_sum,potper_sum,zanpal_sum,calsp_sum,nymodo_sum,lemmin_sum,spipol_sum,stupec_sum,elasp_sum,potbic_sum,potpus_sum,unidentif3_sum,elesp_sum,spaspp_sum,typha_sum,other_sum
6,2,41.42738,-73.44985,2008,NA,NA,0,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,2,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,2,41.42755,-73.44926,2008,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,3,41.57045,-73.48869,2008,NA,NA,0,NA,0,5,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,5,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,3,41.57099,-73.48843,2008,NA,NA,0,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,3,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,3,41.42414,-73.4527,2008,NA,NA,3,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,6,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,3,41.42389,-73.45256,2008,NA,NA,3,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,6,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,3,41.42719,-73.45009,2008,NA,NA,3,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,6,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,3,41.57147,-73.44336,2008,NA,NA,2,NA,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,3,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,4,41.57085,-73.48861,2008,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,3,NA,0,0,0,0,0,NA,NA,NA,3,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,4,41.57116,-73.48834,2008,NA,NA,3,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,5,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,4,41.5145,-73.45341,2008,NA,NA,0,NA,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,1,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,4,41.4238,-73.45253,2008,NA,NA,2,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,4,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,4,41.42723,-73.44999,2008,NA,NA,0,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,3,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,4,41.57149,-73.44359,2008,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,5,41.57076,-73.48857,2008,NA,NA,0,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,3,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,5,41.57106,-73.4884,2008,NA,NA,1,NA,0,3,0,0,NA,0,0,NA,2,0,NA,0,0,0,0,0,NA,NA,NA,6,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,5,41.5144,-73.45338,2008,NA,NA,0,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,3,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,5,41.42384,-73.45252,2008,NA,NA,3,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,5,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,5,41.50217,-73.45151,2008,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,5,41.57139,-73.44345,2008,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,6,41.57092,-73.48852,2008,NA,NA,0,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,3,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,6,41.51405,-73.45344,2008,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,6,41.42445,-73.45293,2008,NA,NA,3,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,6,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,6,41.50212,-73.45236,2008,NA,NA,1,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,3,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,6,41.50221,-73.45163,2008,NA,NA,0,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,2,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,6,41.57138,-73.44369,2008,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,7,41.51412,-73.45343,2008,NA,NA,0,NA,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,4,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,7,41.42439,-73.45284,2008,NA,NA,2,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,4,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,7,41.42397,-73.45259,2008,NA,NA,3,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,6,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,7,41.50217,-73.45158,2008,NA,NA,0,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,2,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,7,41.42751,-73.44949,2008,NA,NA,3,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,3,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,8,41.51431,-73.45342,2008,NA,NA,0,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,2,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,8,41.4243,-73.45279,2008,NA,NA,2,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,5,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,8,41.5021,-73.45214,2008,NA,NA,0,NA,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,4,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,8,41.42755,-73.44932,2008,NA,NA,2,NA,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,6,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,9,41.51386,-73.45343,2008,NA,NA,0,NA,0,2,0,0,NA,0,0,NA,0,2,NA,0,0,0,0,0,NA,NA,NA,4,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,9,41.51422,-73.45341,2008,NA,NA,0,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,2,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,9,41.50212,-73.45187,2008,NA,NA,2,NA,0,5,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,7,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,9,41.42743,-73.44971,2008,NA,NA,0,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,2,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,9,41.42748,-73.44959,2008,NA,NA,3,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,5,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,10,41.51392,-73.45341,2008,NA,NA,1,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,3,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,10,41.42406,-73.45267,2008,NA,NA,2,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,5,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,10,41.50217,-73.45198,2008,NA,NA,0,NA,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,4,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,10,41.50217,-73.45175,2008,NA,NA,0,NA,1,2,0,1,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,4,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
6,10,41.42751,-73.44937,2008,NA,NA,3,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,5,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
7,1,41.57054,-73.4887,2010,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
7,1,41.57086,-73.4886,2009,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,1,41.51433,-73.45357,2009,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,4,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,1,41.442414,-73.4528,2009,NA,NA,0,0,NA,3,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,3,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,1,41.50213,-73.45193,2009,NA,NA,2,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,6,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,1,41.50219,-73.45186,2009,NA,NA,0,0,NA,3,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,3,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,1,41.42742,-73.44964,2009,NA,NA,2,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,6,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,1,41.57148,-73.4431,2008,NA,NA,0,NA,0,5,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,5,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
7,1,41.57191,-73.44287,2009,NA,NA,0,0,NA,3,0,2,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,5,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,1,41.51242,-73.44116,2009,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,4,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,1,41.4703,-73.43523,2008,NA,NA,0,NA,0,2,0,2,NA,0,0,NA,0,0,NA,2,0,0,0,0,NA,NA,NA,6,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
7,1,41.47023,-73.43509,2009,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,1,41.48039,-73.4347,2008,NA,NA,0,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,3,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
7,1,41.47026,-73.43447,2009,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,1,41.44718,-73.4296,2008,NA,NA,2,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,4,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
7,2,41.57064,-73.48871,2010,NA,NA,0,NA,NA,2,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,2,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
7,2,41.57077,-73.48866,2009,NA,NA,0,0,NA,3,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,3,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,2,41.51443,-73.45358,2009,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,2,41.42422,-73.45283,2009,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,4,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,2,41.5021,-73.45208,2009,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,4,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,2,41.42736,-73.44974,2009,NA,NA,0,0,NA,1,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,1,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,2,41.57191,-73.44312,2009,NA,NA,0,0,NA,3,0,2,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,5,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,2,41.57145,-73.44297,2008,NA,NA,0,NA,0,5,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,5,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
7,2,41.51231,-73.44116,2009,NA,NA,0,0,NA,2,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,2,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,2,41.47028,-73.43531,2008,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
7,2,41.48035,-73.4352,2009,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,2,41.47046,-73.43478,2008,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
7,2,41.47029,-73.43457,2009,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,2,41.44718,-73.42974,2008,NA,NA,2,NA,0,2,2,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,6,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
7,3,41.5707,-73.48873,2009,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,3,41.51389,-73.45361,2009,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,3,41.42432,-73.45288,2009,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,4,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,3,41.502,-73.45217,2009,NA,NA,0,0,NA,5,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,5,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,3,41.42734,-73.44988,2009,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,4,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,3,41.57148,-73.44312,2009,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,4,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,3,41.57151,-73.44281,2008,NA,NA,1,NA,0,2,0,1,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,4,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
7,3,41.51289,-73.44119,2009,NA,NA,0,0,NA,0,0,2,NA,0,NA,NA,NA,0,NA,NA,2,NA,NA,NA,2,NA,NA,6,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,3,41.48036,-73.43532,2008,NA,NA,0,NA,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,4,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
7,3,41.47022,-73.4352,2009,NA,NA,2,1,NA,2,0,2,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,7,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,3,41.47032,-73.43481,2008,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
7,3,41.48045,-73.43461,2009,NA,NA,0,0,NA,1,0,0,NA,0,NA,NA,NA,0,NA,NA,3,NA,NA,NA,0,NA,NA,4,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,3,41.44714,-73.42984,2008,NA,NA,2,NA,0,4,2,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,NA,NA,NA,9,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
7,3,41.44743,-73.42958,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,4,41.57063,-73.48878,2009,NA,NA,0,0,NA,2,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,2,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,4,41.51453,-73.45362,2009,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,4,41.42437,-73.45293,2009,NA,NA,0,0,NA,3,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,3,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,4,41.50192,-73.45231,2009,NA,NA,0,0,NA,5,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,5,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,4,41.4276,-73.449925,2009,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,4,41.47148,-73.443273,2009,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,260,0,0,31,1,0,178,11,20,0,1,0,0,0,2,0,0,8,0,0,0,8,0,0,51
7,4,41.57148,-73.44285,2008,NA,NA,0,NA,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,2,336,0,0,69,0,1,225,4,9,0,4,5,0,2,10,0,2,1,1,1,2,0,0,0,42
